0
"Link(url='https://www.pewresearch.org', text='Home', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2017/10/05/the-partisan-divide-on-political-values-grows-even-wider/#overview', text='Overview', fragment='', nofollow=True)"
"Link(url='https://www.people-press.org/2017/10/05/the-partisan-divide-on-political-values-grows-even-wider/#party-gaps-much-larger-than-demographic-differences', text='Party gaps much larger than demographic differences', fragment='', nofollow=True)"
"Link(url='https://www.people-press.org/2017/10/05/the-partisan-divide-on-political-values-grows-even-wider/#other-important-findings', text='Other important findings', fragment='', nofollow=True)"
"Link(url='https://www.pewresearch.org/fact-tank/2017/10/23/in-polarized-era-fewer-americans-hold-a-mix-of-conservative-and-liberal-views/', text='PublicationsOct 23, 2017In polarized era, fewer Americans hold a mix of conservative and liberal views', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/interactives/gop-candidate-switching/', text='U.S. PoliticsJul 18, 2016Data Visualization: Republican voters’ path to backing Donald Trump', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2020/02/13/as-economic-concerns-recede-environmental-protection-rises-on-the-publics-policy-agenda/', text='PublicationsFeb 13, 2020As Economic Concerns Recede, Environmental Protection Rises on the Public’s Policy Agenda', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2020/02/07/views-of-nations-economy-remain-positive-sharply-divided-by-partisanship/', text='PublicationsFeb 7, 2020Views of Nation’s Economy Remain Positive, Sharply Divided by Partisanship', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2020/01/15/majority-of-u-s-public-says-trumps-approach-on-iran-has-raised-chances-of-a-major-conflict/', text='PublicationsJan 15, 2020Majority of U.S. Public Says Trump’s Approach on Iran Has Raised Chances of a Major Conflict', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/topics/topics_foreign-affairs-and-policy/', text='Foreign Affairs and Policy', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/topics/topics_national-economy/', text='National Economy', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/topics/topics_energy-and-environment/', text='Energy and Environment', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/topics/topics_gay-marriage-and-homosexuality/', text='Gay Marriage and Homosexuality', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/interactives/gop-candidate-switching/', text='', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2016/07/18/for-gop-voters-a-winding-path-to-a-trump-nomination', text='For GOP Voters, a Winding Path to a Trump Nomination', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/interactives/dem-candidate-switching/', text='Democrats and Clinton →', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2016/07/18/for-gop-voters-a-winding-path-to-a-trump-nomination/2/#methodology', text='See methodology for more detail', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications', text='Clear All ', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=most-say-journalists-should-be-watchdogs-but-views-of-how-well-they-fill-this-role-vary-by-party-media-diet', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2020/02/26/most-say-journalists-should-be-watchdogs-but-views-of-how-well-they-fill-this-role-vary-by-party-media-diet/', text='Most say journalists should be watchdogs, but views of how well they fill this role vary by party, media diet', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=almost-seven-in-ten-americans-have-news-fatigue-more-among-republicans', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/26/almost-seven-in-ten-americans-have-news-fatigue-more-among-republicans/', text='Americans’ news fatigue isn’t going away – about two-thirds still feel worn out', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=concern-about-influence-of-made-up-news-on-the-election-is-lowest-among-those-paying-the-least-attention', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2020/02/19/concern-about-influence-of-made-up-news-on-the-election-is-lowest-among-those-paying-the-least-attention/', text='Concern about influence of made-up news on the election is lowest among those paying the least attention', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=fast-facts-about-the-newspaper-industrys-financial-struggles', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/14/fast-facts-about-the-newspaper-industrys-financial-struggles/', text='Fast facts about the newspaper industry’s financial struggles as McClatchy files for bankruptcy', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=confidence-in-public-acceptance-of-election-results-connects-to-following-political-news-relying-on-social-media-2', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2020/02/12/confidence-in-public-acceptance-of-election-results-connects-to-following-political-news-relying-on-social-media/', text='Confidence in public acceptance of election results connects to following political news, relying on social media', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=democrats-republicans-each-expect-made-up-news-to-target-their-own-party-more-than-the-other-in-2020', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/11/democrats-republicans-each-expect-made-up-news-to-target-their-own-party-more-than-the-other-in-2020/', text='Democrats, Republicans each expect made-up news to target their own party more than the other in 2020', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=a-sore-subject-almost-half-of-americans-have-stopped-talking-politics-with-someone', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2020/02/05/a-sore-subject-almost-half-of-americans-have-stopped-talking-politics-with-someone/', text='A sore subject: Almost half of Americans have stopped talking politics with someone', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=an-oasis-of-bipartisanship-republicans-and-democrats-distrust-social-media-sites-for-political-and-election-news', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2020/01/29/an-oasis-of-bipartisanship-republicans-and-democrats-distrust-social-media-sites-for-political-and-election-news/', text='An oasis of bipartisanship: Republicans and Democrats distrust social media sites for political and election news', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=election-news-pathways-data-tool', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/pathways-2020/', text='Election News Pathways Data Tool', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=views-about-ukraine-impeachment-story-connect-closely-with-where-americans-get-their-news', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2020/01/24/views-about-ukraine-impeachment-story-connect-closely-with-where-americans-get-their-news/', text='Views about Ukraine-impeachment story connect closely with where Americans get their news', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/2/?programs=media-news', text='Page2', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/3/?programs=media-news', text='Page3', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/4/?programs=media-news', text='Page4', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/5/?programs=media-news', text='Page5', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/6/?programs=media-news', text='Page6', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/7/?programs=media-news', text='Page7', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/8/?programs=media-news', text='Page8', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/9/?programs=media-news', text='Page9', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/10/?programs=media-news', text='Page10', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/category/publications/demographic-study/', text='Demographic Study', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2014/09/09/the-divide-over-ordaining-women/', text='allow only men to be clergy', fragment='', nofollow=False)"
"Link(url='https://twitter.com/intent/tweet?url=http://pewrsr.ch/1R5nPAK&text=Women%20in%20the%20U.S.%20are%20more%20likely%20than%20men%20to%20say%20religion%20is%20%E2%80%9Cvery%20important%E2%80%9D%20in%20their%20lives%20%2860%25%20vs.%2047%25%29', text=' women are more likely than men to say religion is “very important” in their lives (60% vs. 47%)', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2015/05/12/americas-changing-religious-landscape/', text='a 2014 Pew Research Center survey', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-1', text='1', fragment='', nofollow=False)"
"Link(url='https://twitter.com/intent/tweet?url=http://pewrsr.ch/1R5nPAK&text=Some%20U.S.%20clergy%20have%20changed%20decor%2C%20music%20and%20worship%20styles%20to%20try%20to%20bring%20more%20men%20into%20their%20congregations', text='some clergy have changed decor, music and worship styles', fragment='', nofollow=False)"
"Link(url='http://national.deseretnews.com/article/4815/bringing-men-back-to-church.html', text='more men', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-2', text='2', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-3', text='3', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-4', text='4', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-5', text='5', fragment='', nofollow=False)"
"Link(url='https://twitter.com/intent/tweet?url=http://pewrsr.ch/1R5nPAK&text=Globally%2C%20women%20are%20more%20devout%20than%20men%20by%20several%20standard%20measures%20of%20religious%20commitment', text=' globally, women are more devout than men by several standard measures of religious commitment.', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-6', text='6', fragment='', nofollow=False)"
"Link(url='https://twitter.com/intent/tweet?url=http://pewrsr.ch/1R5nPAK&text=An%20estimated%2083.4%25%20of%20women%20around%20the%20world%20identify%20with%20a%20faith%20group%2C%20compared%20with%2079.9%25%20of%20men', text='An estimated 83.4% of women around the world identify with a faith group, compared with 79.9% of men', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2015/04/02/religious-projections-2010-2050/', text='Pew Research Center’s analysis', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-7', text='7', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-8', text='8', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/pf_2016-03-22_gender-00-01/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/pf_2016-03-22_gender-00-02/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-9', text='9', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/pf_2016-03-22_gender-00-03/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/pf_2016-03-22_gender-00-04/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/interactives/religion-gender-world', text='interactive', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-10', text='10', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-11', text='11', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/pf_2016-03-22_gender-00-05/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/pf_2016-03-22_gender-00-06/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/theories-explaining-gender-differences-in-religion', text='Chapter 7', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fn-25285-12', text='12', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-1', text='↩', fragment='', nofollow=False)"
"Link(url='http://onlinelibrary.wiley.com/doi/10.1111/1468-5906.00133/abstract', text='Physiology and Faith: Addressing the ‘Universal’ Gender Difference in Religious Commitment', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-2', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-3', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-4', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-5', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-6', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-7', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-8', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/08/israels-religiously-divided-society/', text='Israel', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2013/10/01/jewish-american-beliefs-attitudes-culture-survey/', text='United States', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-9', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-10', text='↩', fragment='', nofollow=False)"
"Link(url='http://scp.sagepub.com/content/55/2/187.abstract', text='Gendering Secularization Theory', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-11', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2015/11/03/u-s-public-becoming-less-religious/', text='U.S. Public Becoming Less Religious', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#fnref-25285-12', text='↩', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/women-more-likely-than-men-to-affiliate-with-a-religion/', text='Next: 1. Women more likely than men to affiliate with a religion', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/gender-differences-in-worship-attendance-vary-across-religious-groups/', text='Page 3', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/women-report-praying-daily-at-higher-rates-than-men/', text='Page 4', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/religion-is-equally-or-more-important-to-women-than-men-in-most-countries/', text='Page 5', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/women-and-men-about-equally-likely-to-believe-in-heaven-hell-and-angels/', text='Page 6', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/in-the-u-s-religious-commitment-is-high-and-the-gender-gap-is-wide/', text='Page 7', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/theories-explaining-gender-differences-in-religion/', text='Page 8', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/about-this-report/', text='Page 9', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/acknowledgments-4/', text='Page 10', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/appendix-a-methodology-6/', text='Page 11', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#varieties-of-religious-commitment', text='Varieties of religious commitment', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#christian-and-muslim-gender-gaps-differ', text='Christian and Muslim gender gaps differ', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#explaining-the-religious-gender-gap', text='Explaining the religious gender gap', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2016/03/22/the-gender-gap-in-religion-around-the-world/#a-note-about-this-analysis', text='A note about this analysis', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2016/05/13/gender-gap-in-religious-service-attendance-has-narrowed-in-u-s/', text='UncategorizedMay 13, 2016Gender gap in religious service attendance has narrowed in U.S.', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2016/03/24/a-religious-gender-gap-for-christians-but-not-for-muslims/', text='UncategorizedMar 24, 2016A religious gender gap for Christians, but not for Muslims', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2016/03/23/qa-why-are-women-generally-more-religious-than-men/', text='UncategorizedMar 23, 2016Q&A: Why are women generally more religious than men?', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2016/03/22/women-generally-are-more-religious-than-men-but-not-everywhere/', text='UncategorizedMar 22, 2016Women generally are more religious than men, but not everywhere', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/topics/topics_religion-and-society/', text='Religion and Society', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/topics/topics_religious-beliefs-and-practices/', text='Religious Beliefs and Practices', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/topics/topics_gender/', text='Gender', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=just-how-super-is-super-tuesday-anyway', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/28/just-how-super-is-super-tuesday-anyway/', text='Just how ‘super’ is this year’s Super Tuesday, anyway?', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=more-americans-see-climate-change-as-a-priority-but-democrats-are-much-more-concerned-than-republicans', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/28/more-americans-see-climate-change-as-a-priority-but-democrats-are-much-more-concerned-than-republicans/', text='More Americans see climate change as a priority, but Democrats are much more concerned than Republicans', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=5-facts-about-black-democrats', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/27/5-facts-about-black-democrats/', text='5 facts about black Democrats ahead of the South Carolina primary', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=most-americans-dont-see-democratic-candidates-as-very-religious', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/27/most-americans-dont-see-democratic-candidates-as-very-religious/', text='Most Americans don’t see Democratic candidates as very religious', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=republicans-increasingly-feel-like-theyre-winning-politically-democrats-feel-the-opposite', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/26/republicans-increasingly-feel-like-theyre-winning-politically-democrats-feel-the-opposite/', text='Republicans increasingly feel like they’re ‘winning’ politically; Democrats feel the opposite', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=few-americans-are-confident-in-tech-companies-to-prevent-misuse-of-their-platforms-in-the-2020-election', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/24/few-americans-are-confident-in-tech-companies-to-prevent-misuse-of-their-platforms-in-the-2020-election/', text='Few Americans are confident in tech companies to prevent misuse of their platforms in the 2020 election', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=fast-facts-about-americans-views-on-russia-amid-allegations-of-2020-election-interference', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/21/fast-facts-about-americans-views-on-russia-amid-allegations-of-2020-election-interference/', text='Fast facts about Americans’ views on Russia amid allegations of 2020 election interference', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=democrats-overwhelmingly-favor-free-college-tuition-while-republicans-are-divided-by-age-education', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/21/democrats-overwhelmingly-favor-free-college-tuition-while-republicans-are-divided-by-age-education/', text='Democrats overwhelmingly favor free college tuition, while Republicans are divided by age, education', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=big-houses-small-houses-partisans-continue-to-want-different-things-in-a-community', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2020/02/18/big-houses-small-houses-partisans-continue-to-want-different-things-in-a-community/', text='Big houses, small houses: Partisans continue to want different things in a community', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/?stub=as-economic-concerns-recede-environmental-protection-rises-on-the-publics-policy-agenda', text='\n\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\t\n\t\t\t\n\t\t', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/2/?programs=politics', text='Page2', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/3/?programs=politics', text='Page3', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/4/?programs=politics', text='Page4', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/5/?programs=politics', text='Page5', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/6/?programs=politics', text='Page6', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/7/?programs=politics', text='Page7', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/8/?programs=politics', text='Page8', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/9/?programs=politics', text='Page9', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/page/10/?programs=politics', text='Page10', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/category/publications/polling-and-analysis/', text='Polling and Analysis', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-00/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-01/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-02/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-03/', text='', fragment='', nofollow=False)"
"Link(url='https://fivethirtyeight.com/features/the-war-on-christmas-is-as-stale-as-last-years-fruitcake/', text='For more than a decade', fragment='', nofollow=False)"
"Link(url='https://www.politico.com/magazine/story/2013/12/war-on-christmas-short-history-101222', text='former Fox News host Bill O’Reilly', fragment='', nofollow=False)"
"Link(url='https://www.washingtonpost.com/local/trafficandcommuting/is-metro-waging-war-on-christmas-archdiocese-sues-to-post-nativity-themed-bus-ads/2017/11/28/4f7a34d6-d459-11e7-b62d-d9345ced896d_story.html?utm_term=.d37a55edfcde', text='continued this year', fragment='', nofollow=False)"
"Link(url='http://www.cnn.com/videos/politics/2017/10/13/trump-values-voter-summit-christmas-nr-sot.cnn', text='saying ‘merry Christmas’ again', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-04/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-05/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/#shrinking-majority', text='see below', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-06/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/methodology-17/pf_12-12-17-christmas-17/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-07/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-08/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-09/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-10/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-11/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewforum.org/2017/12/12/americans-say-religious-aspects-of-christmas-are-declining-in-public-life/pf_12-12-17-christmas-12/', text='', fragment='', nofollow=False)"
